#"Strom" I_A1 / A "Magn. Flussdichte" B_B1 / mT
0,0015 51
-0,0015 51,5
0,0015 51
0 51
-0,0015 51
0 51
0 51
-0,0015 51
0 51
0 51
0,0015 51
0 51
0 51
0 51,5
0 51
0 51
0 51,5
0 51
0 51
0 51
0 51
0 51
0 51
0 51
-0,0015 51
0 51
0,0015 51
0 51
0,0015 51
0 51
0 51
0,0015 51
0 51
0,0015 51
-0,0015 51
0 51
0,0015 51
0 51
0 51
-0,0015 51
0 51
0 51
0 51
0 51
0,0015 51
0 51
0,0015 51
-0,0015 51
0 51
0,0015 51
0 51
0,0015 51
0 51
-0,0015 51
0,0015 51
0 51
0 51
0,0015 51
0 51
0 51
0 51
-0,0015 51
0 51
0 51
0,0015 51
0 51
0 51
0 51
0 51
0,0015 51
0 50,5
0 51
0 51,5
0 51
0 51
0 51
0 51
0 51
-0,0015 51
0 51
-0,0015 50,5
0 51
0,0015 51
0 51
0,0015 51
0 51
0 51
0 51
0,0015 51
0,0015 51
0,0015 51
0 51
0 51
0 51
0 51
0 51
0 51
0 51
0 51
0 51
0 51
0 51
0 51
-0,0015 51
0 51
-0,0015 51
0 51
0 51
