"TIME","CH1","CH2"
-9.012e-07,-0.396875,0.0771875
-9.010e-07,-0.299219,0.25
-9.008e-07,-0.514844,0.279688
-9.006e-07,-0.803125,0.27875
-9.004e-07,-0.596875,0.16
-9.002e-07,-0.392188,0.19875
-9.000e-07,-0.2,0.1175
-8.998e-07,-0.4,0.328437
-8.996e-07,-0.596094,0.323125
-8.994e-07,-0.797656,0.239063
-8.992e-07,-0.698438,0.2
-8.990e-07,-0.502344,0.2475
-8.988e-07,-0.403906,0.324063
-8.986e-07,-0.692188,0.114375
-8.984e-07,-0.696875,0.159375
-8.982e-07,-0.4,0.0803125
-8.980e-07,-0.598438,0.152188
-8.978e-07,-0.295313,0.2
-8.976e-07,-0.202344,0.145625
-8.974e-07,-0.402344,0.359687
-8.972e-07,-0.217969,0.0859375
-8.970e-07,-0.272656,0.204062
-8.968e-07,-0.404688,0.20125
-8.966e-07,-0.310156,0.200312
-8.964e-07,-0.375,0.164063
-8.962e-07,-0.595313,0.165938
-8.960e-07,-0.503125,0.320625
-8.958e-07,-0.499219,0.148438
-8.956e-07,-0.492969,0.154062
-8.954e-07,-0.509375,0.19875
-8.952e-07,-0.205469,0.0403125
-8.950e-07,-0.3875,0.119375
-8.948e-07,-0.5,0.0353125
-8.946e-07,-0.502344,0.28875
-8.944e-07,-0.499219,0.2025
-8.942e-07,-0.604688,0.156875
-8.940e-07,-0.400781,0.079375
-8.938e-07,-0.697656,0.200312
-8.936e-07,-0.703125,0.120625
-8.934e-07,-0.5,0.203125
-8.932e-07,-0.70625,0.199375
-8.930e-07,-0.501563,0.2375
-8.928e-07,-0.402344,0.122188
-8.926e-07,-0.600781,0.165313
-8.924e-07,-0.496094,0.201875
-8.922e-07,-0.408594,0.11875
-8.920e-07,-0.813281,0.117188
-8.918e-07,-0.696094,0.15375
-8.916e-07,-0.596094,0.0375
-8.914e-07,-0.507031,0.248438
-8.912e-07,-0.689063,0.161875
-8.910e-07,-0.401563,0.158438
-8.908e-07,-0.703906,0.000625
-8.906e-07,-0.38125,0.130938
-8.904e-07,-0.414844,0.16
-8.902e-07,-0.508594,0.125
-8.900e-07,-0.597656,0.239375
-8.898e-07,-0.380469,0.200625
-8.896e-07,-0.330469,0.28
-8.894e-07,-0.701563,0.189375
-8.892e-07,-0.489844,0.119063
-8.890e-07,-0.609375,0.121562
-8.888e-07,-0.474219,0.119687
-8.886e-07,-0.301563,0.0403125
-8.884e-07,-0.507031,0.17125
-8.882e-07,-0.600781,0.177188
-8.880e-07,-0.599219,-0.0425
-8.878e-07,-0.601563,0.096875
-8.876e-07,-0.598438,0.160312
-8.874e-07,-0.495313,0.160625
-8.872e-07,-0.501563,0.204062
-8.870e-07,-0.499219,0.23
-8.868e-07,-0.500781,0.161875
-8.866e-07,-0.596875,0.24125
-8.864e-07,-0.703125,0.114063
-8.862e-07,-0.310156,0.130938
-8.860e-07,-0.403906,0.239063
-8.858e-07,-0.498438,0.112813
-8.856e-07,-0.509375,0.201875
-8.854e-07,-0.3,0.228438
-8.852e-07,-0.48125,0.120313
-8.850e-07,-0.488281,0.159063
-8.848e-07,-0.679688,0.080625
-8.846e-07,-0.563281,0.198438
-8.844e-07,-0.410938,0.282813
-8.842e-07,-0.466406,0.205
-8.840e-07,-0.711719,0.119687
-8.838e-07,-0.234375,0.124063
-8.836e-07,-0.274219,0.035625
-8.834e-07,-0.698438,0.155312
-8.832e-07,-0.503906,0.122813
-8.830e-07,-0.694531,0.160312
-8.828e-07,-0.514844,0.124688
-8.826e-07,-0.503125,0.08
-8.824e-07,-0.486719,0.154688
-8.822e-07,-0.8,0.118125
-8.820e-07,-0.497656,0.00375
-8.818e-07,-0.603906,0.04375
-8.816e-07,-0.498438,0.16
-8.814e-07,-0.499219,0.0784375
-8.812e-07,-0.605469,0.0771875
-8.810e-07,-0.694531,0.12
-8.808e-07,-0.289844,0.122188
-8.806e-07,-0.405469,0.0815625
-8.804e-07,-0.703125,0.120313
-8.802e-07,-0.597656,0.0825
-8.800e-07,-0.507031,0.236875
-8.798e-07,-0.7,0.225
-8.796e-07,-0.495313,0.0009375
-8.794e-07,-0.5,0.124688
-8.792e-07,-0.500781,0.119687
-8.790e-07,-0.600781,0.158438
-8.788e-07,-0.498438,0.119375
-8.786e-07,-0.608594,0.240313
-8.784e-07,-0.802344,0.122188
-8.782e-07,-0.690625,0.211563
-8.780e-07,-0.596094,0.239688
-8.778e-07,-0.489063,0.199063
-8.776e-07,-0.396875,0.15875
-8.774e-07,-0.516406,0.04375
-8.772e-07,-0.7,0.243438
-8.770e-07,-0.596875,0.228125
-8.768e-07,-0.717188,0.12125
-8.766e-07,-0.66875,0.249375
-8.764e-07,-0.401563,0.16
-8.762e-07,-0.480469,0.0803125
-8.760e-07,-0.207813,0.16375
-8.758e-07,-0.628906,0.240313
-8.756e-07,-0.575781,0.199063
-8.754e-07,-0.500781,0.139375
-8.752e-07,-0.495313,0.0825
-8.750e-07,-0.391406,0.292813
-8.748e-07,-0.410156,0.16125
-8.746e-07,-0.504688,0.159063
-8.744e-07,-0.625,0.079375
-8.742e-07,-0.794531,0.0884375
-8.740e-07,-0.594531,0.12
-8.738e-07,-0.700781,0.0746875
-8.736e-07,-0.492969,0.127188
-8.734e-07,-0.496875,0.27875
-8.732e-07,-0.802344,0.121875
-8.730e-07,-0.807031,0.203437
-8.728e-07,-0.505469,0.239688
-8.726e-07,-0.594531,0.1925
-8.724e-07,-0.507813,0.040625
-8.722e-07,-0.575781,0.128438
-8.720e-07,-0.707813,0.159063
-8.718e-07,-0.538281,0.159063
-8.716e-07,-0.475781,0.108438
-8.714e-07,-0.610938,0.273438
-8.712e-07,-0.496094,0.249063
-8.710e-07,-0.603125,0.24
-8.708e-07,-0.403125,0.202188
-8.706e-07,-0.594531,0.199375
-8.704e-07,-0.405469,0.161563
-8.702e-07,-0.491406,0.16
-8.700e-07,-0.413281,0.158125
-8.698e-07,-0.392969,0.161563
-8.696e-07,-0.603906,0.115938
-8.694e-07,-0.502344,0.277813
-8.692e-07,-0.598438,0.168438
-8.690e-07,-0.700781,0.158125
-8.688e-07,-0.601563,0.164688
-8.686e-07,-0.601563,0.121562
-8.684e-07,-0.5,0.238125
-8.682e-07,-0.601563,0.126875
-8.680e-07,-0.496094,0.075
-8.678e-07,-0.786719,0.158125
-8.676e-07,-0.804688,0.201563
-8.674e-07,-0.795313,0.161875
-8.672e-07,-0.900781,0.123438
-8.670e-07,-0.707031,0.08
-8.668e-07,-0.599219,0.115625
-8.666e-07,-0.402344,0.119375
-8.664e-07,-0.301563,0.0378125
-8.662e-07,-0.503906,0.156875
-8.660e-07,-0.59375,0.163125
-8.658e-07,-0.4,0.160625
-8.656e-07,-0.613281,0.155
-8.654e-07,-0.591406,0.238437
-8.652e-07,-0.277344,0.205313
-8.650e-07,-0.221094,0.16125
-8.648e-07,-0.596875,0.116562
-8.646e-07,-0.190625,0.199375
-8.644e-07,-0.314844,0.159063
-8.642e-07,-0.414063,0.1975
-8.640e-07,-0.697656,0.00625
-8.638e-07,-0.502344,0.0790625
-8.636e-07,-0.7,0.0390625
-8.634e-07,-0.385938,0.119687
-8.632e-07,-0.415625,0.0803125
-8.630e-07,-0.597656,0.12
-8.628e-07,-0.504688,0.076875
-8.626e-07,-0.709375,0.159375
-8.624e-07,-0.569531,0.11875
-8.622e-07,-0.503906,0.159063
-8.620e-07,-0.596875,0.04
-8.618e-07,-0.396094,0.16125
-8.616e-07,-0.617969,0.11875
-8.614e-07,-0.576563,0.200625
-8.612e-07,-0.196875,0.117813
-8.610e-07,-0.411719,0.240937
-8.608e-07,-0.397656,0.23875
-8.606e-07,-0.304688,0.319688
-8.604e-07,-0.501563,0.2025
-8.602e-07,-0.4,0.197813
-8.600e-07,-0.501563,0.119687
-8.598e-07,-0.396094,0.200625
-8.596e-07,-0.803125,0.16
-8.594e-07,-0.704688,0.159375
-8.592e-07,-0.403125,0.12
-8.590e-07,-0.697656,0.1175
-8.588e-07,-0.499219,0.040625
-8.586e-07,-0.597656,0.119063
-8.584e-07,-0.501563,0.160938
-8.582e-07,-0.602344,0.159375
-8.580e-07,-0.701563,0.27625
-8.578e-07,-0.714844,0.239688
-8.576e-07,-0.514844,0.238437
-8.574e-07,-0.499219,0.238125
-8.572e-07,-0.490625,0.16
-8.570e-07,-0.6,0.199375
-8.568e-07,-0.504688,0.121562
-8.566e-07,-0.513281,0.160312
-8.564e-07,-0.300781,0.119063
-8.562e-07,-0.484375,0.156562
-8.560e-07,-0.504688,0.075625
-8.558e-07,-0.502344,0.281562
-8.556e-07,-0.401563,0.243125
